Lat,Lon,Date,Vendor_Count,Stall_Count,Image_File
-23.714499999999997,-46.709000000000046,2024-01,0,0,sp_polygon_images/poly_-23.71450_-46.70900_2024-01.jpg
-23.714499999999997,-46.70350000000005,2024-01,0,0,sp_polygon_images/poly_-23.71450_-46.70350_2024-01.jpg
-23.714499999999997,-46.69800000000005,2022-05,0,1,sp_polygon_images/poly_-23.71450_-46.69800_2022-05.jpg
-23.714499999999997,-46.69250000000005,2024-01,0,0,sp_polygon_images/poly_-23.71450_-46.69250_2024-01.jpg
-23.714499999999997,-46.687000000000054,2023-05,0,0,sp_polygon_images/poly_-23.71450_-46.68700_2023-05.jpg
-23.714499999999997,-46.62650000000008,2025-05,0,0,sp_polygon_images/poly_-23.71450_-46.62650_2025-05.jpg
-23.714499999999997,-46.62100000000008,2025-05,0,0,sp_polygon_images/poly_-23.71450_-46.62100_2025-05.jpg
-23.714499999999997,-46.61550000000008,2025-06,0,2,sp_polygon_images/poly_-23.71450_-46.61550_2025-06.jpg
-23.714499999999997,-46.610000000000085,2025-06,0,0,sp_polygon_images/poly_-23.71450_-46.61000_2025-06.jpg
-23.714499999999997,-46.60450000000009,2025-04,0,0,sp_polygon_images/poly_-23.71450_-46.60450_2025-04.jpg
-23.714499999999997,-46.59900000000009,2024-08,0,1,sp_polygon_images/poly_-23.71450_-46.59900_2024-08.jpg
-23.708999999999996,-46.736500000000035,2023-07,0,1,sp_polygon_images/poly_-23.70900_-46.73650_2023-07.jpg
-23.708999999999996,-46.73100000000004,2023-07,0,0,sp_polygon_images/poly_-23.70900_-46.73100_2023-07.jpg
-23.708999999999996,-46.709000000000046,2022-02,0,0,sp_polygon_images/poly_-23.70900_-46.70900_2022-02.jpg
-23.708999999999996,-46.70350000000005,2024-04,0,0,sp_polygon_images/poly_-23.70900_-46.70350_2024-04.jpg
-23.708999999999996,-46.69800000000005,2024-01,0,0,sp_polygon_images/poly_-23.70900_-46.69800_2024-01.jpg
-23.708999999999996,-46.69250000000005,2024-01,0,0,sp_polygon_images/poly_-23.70900_-46.69250_2024-01.jpg
-23.708999999999996,-46.687000000000054,2024-01,0,0,sp_polygon_images/poly_-23.70900_-46.68700_2024-01.jpg
-23.708999999999996,-46.659500000000065,2025-04,0,0,sp_polygon_images/poly_-23.70900_-46.65950_2025-04.jpg
-23.708999999999996,-46.65400000000007,2025-04,1,1,sp_polygon_images/poly_-23.70900_-46.65400_2025-04.jpg
-23.708999999999996,-46.62650000000008,2025-05,1,0,sp_polygon_images/poly_-23.70900_-46.62650_2025-05.jpg
-23.708999999999996,-46.62100000000008,2025-05,1,0,sp_polygon_images/poly_-23.70900_-46.62100_2025-05.jpg
-23.708999999999996,-46.61550000000008,2025-05,0,0,sp_polygon_images/poly_-23.70900_-46.61550_2025-05.jpg
-23.708999999999996,-46.610000000000085,2024-06,0,1,sp_polygon_images/poly_-23.70900_-46.61000_2024-06.jpg
-23.708999999999996,-46.60450000000009,2025-06,0,1,sp_polygon_images/poly_-23.70900_-46.60450_2025-06.jpg
-23.708999999999996,-46.59900000000009,2025-06,0,0,sp_polygon_images/poly_-23.70900_-46.59900_2025-06.jpg
-23.708999999999996,-46.59350000000009,2025-06,0,0,sp_polygon_images/poly_-23.70900_-46.59350_2025-06.jpg
-23.708999999999996,-46.582500000000095,2025-06,0,0,sp_polygon_images/poly_-23.70900_-46.58250_2025-06.jpg
-23.703499999999995,-46.74750000000003,2024-05,0,0,sp_polygon_images/poly_-23.70350_-46.74750_2024-05.jpg
-23.703499999999995,-46.714500000000044,2024-06,0,0,sp_polygon_images/poly_-23.70350_-46.71450_2024-06.jpg
-23.703499999999995,-46.709000000000046,2024-04,0,0,sp_polygon_images/poly_-23.70350_-46.70900_2024-04.jpg
-23.703499999999995,-46.70350000000005,2024-04,0,1,sp_polygon_images/poly_-23.70350_-46.70350_2024-04.jpg
-23.703499999999995,-46.69250000000005,2024-01,0,0,sp_polygon_images/poly_-23.70350_-46.69250_2024-01.jpg
-23.703499999999995,-46.687000000000054,2024-05,0,0,sp_polygon_images/poly_-23.70350_-46.68700_2024-05.jpg
-23.703499999999995,-46.64850000000007,2025-04,0,0,sp_polygon_images/poly_-23.70350_-46.64850_2025-04.jpg
-23.703499999999995,-46.64300000000007,2025-06,0,1,sp_polygon_images/poly_-23.70350_-46.64300_2025-06.jpg
-23.703499999999995,-46.632000000000076,2025-05,0,0,sp_polygon_images/poly_-23.70350_-46.63200_2025-05.jpg
-23.703499999999995,-46.62650000000008,2025-06,0,0,sp_polygon_images/poly_-23.70350_-46.62650_2025-06.jpg
-23.703499999999995,-46.62100000000008,2025-06,0,0,sp_polygon_images/poly_-23.70350_-46.62100_2025-06.jpg
-23.703499999999995,-46.61550000000008,2025-06,0,1,sp_polygon_images/poly_-23.70350_-46.61550_2025-06.jpg
-23.703499999999995,-46.610000000000085,2025-06,0,0,sp_polygon_images/poly_-23.70350_-46.61000_2025-06.jpg
-23.703499999999995,-46.60450000000009,2025-06,0,1,sp_polygon_images/poly_-23.70350_-46.60450_2025-06.jpg
-23.703499999999995,-46.59900000000009,2025-06,0,1,sp_polygon_images/poly_-23.70350_-46.59900_2025-06.jpg
-23.703499999999995,-46.59350000000009,2025-06,0,3,sp_polygon_images/poly_-23.70350_-46.59350_2025-06.jpg
-23.703499999999995,-46.58800000000009,2025-06,0,1,sp_polygon_images/poly_-23.70350_-46.58800_2025-06.jpg
-23.703499999999995,-46.582500000000095,2025-06,0,0,sp_polygon_images/poly_-23.70350_-46.58250_2025-06.jpg
-23.703499999999995,-46.5770000000001,2023-10,0,0,sp_polygon_images/poly_-23.70350_-46.57700_2023-10.jpg
-23.703499999999995,-46.5715000000001,2022-02,0,1,sp_polygon_images/poly_-23.70350_-46.57150_2022-02.jpg
-23.697999999999993,-46.758500000000026,2024-05,0,0,sp_polygon_images/poly_-23.69800_-46.75850_2024-05.jpg
-23.697999999999993,-46.714500000000044,2024-04,0,0,sp_polygon_images/poly_-23.69800_-46.71450_2024-04.jpg
-23.697999999999993,-46.709000000000046,2024-04,0,0,sp_polygon_images/poly_-23.69800_-46.70900_2024-04.jpg
-23.697999999999993,-46.70350000000005,2024-04,0,0,sp_polygon_images/poly_-23.69800_-46.70350_2024-04.jpg
-23.697999999999993,-46.69250000000005,2024-01,0,0,sp_polygon_images/poly_-23.69800_-46.69250_2024-01.jpg
-23.697999999999993,-46.67050000000006,2023-08,0,0,sp_polygon_images/poly_-23.69800_-46.67050_2023-08.jpg
-23.697999999999993,-46.659500000000065,2024-07,0,0,sp_polygon_images/poly_-23.69800_-46.65950_2024-07.jpg
-23.697999999999993,-46.65400000000007,2024-07,0,0,sp_polygon_images/poly_-23.69800_-46.65400_2024-07.jpg
-23.697999999999993,-46.64850000000007,2025-04,0,0,sp_polygon_images/poly_-23.69800_-46.64850_2025-04.jpg
-23.697999999999993,-46.64300000000007,2025-04,0,0,sp_polygon_images/poly_-23.69800_-46.64300_2025-04.jpg
-23.697999999999993,-46.637500000000074,2025-05,0,0,sp_polygon_images/poly_-23.69800_-46.63750_2025-05.jpg
-23.697999999999993,-46.632000000000076,2025-05,0,0,sp_polygon_images/poly_-23.69800_-46.63200_2025-05.jpg
-23.697999999999993,-46.62650000000008,2025-05,0,1,sp_polygon_images/poly_-23.69800_-46.62650_2025-05.jpg
-23.697999999999993,-46.62100000000008,2025-06,0,0,sp_polygon_images/poly_-23.69800_-46.62100_2025-06.jpg
-23.697999999999993,-46.61550000000008,2025-06,0,0,sp_polygon_images/poly_-23.69800_-46.61550_2025-06.jpg
-23.697999999999993,-46.610000000000085,2025-06,0,1,sp_polygon_images/poly_-23.69800_-46.61000_2025-06.jpg
-23.697999999999993,-46.60450000000009,2025-04,0,1,sp_polygon_images/poly_-23.69800_-46.60450_2025-04.jpg
-23.697999999999993,-46.59900000000009,2025-04,0,0,sp_polygon_images/poly_-23.69800_-46.59900_2025-04.jpg
-23.697999999999993,-46.59350000000009,2024-06,0,0,sp_polygon_images/poly_-23.69800_-46.59350_2024-06.jpg
-23.697999999999993,-46.582500000000095,2024-06,0,0,sp_polygon_images/poly_-23.69800_-46.58250_2024-06.jpg
-23.697999999999993,-46.5770000000001,2025-06,0,0,sp_polygon_images/poly_-23.69800_-46.57700_2025-06.jpg
-23.697999999999993,-46.5715000000001,2024-08,0,0,sp_polygon_images/poly_-23.69800_-46.57150_2024-08.jpg
-23.697999999999993,-46.5660000000001,2025-02,0,0,sp_polygon_images/poly_-23.69800_-46.56600_2025-02.jpg
-23.697999999999993,-46.560500000000104,2025-06,0,0,sp_polygon_images/poly_-23.69800_-46.56050_2025-06.jpg
-23.692499999999992,-46.758500000000026,2024-05,0,1,sp_polygon_images/poly_-23.69250_-46.75850_2024-05.jpg
-23.692499999999992,-46.75300000000003,2024-05,0,0,sp_polygon_images/poly_-23.69250_-46.75300_2024-05.jpg
-23.692499999999992,-46.74750000000003,2024-05,0,1,sp_polygon_images/poly_-23.69250_-46.74750_2024-05.jpg
-23.692499999999992,-46.74200000000003,2024-05,0,0,sp_polygon_images/poly_-23.69250_-46.74200_2024-05.jpg
-23.692499999999992,-46.714500000000044,2024-05,1,1,sp_polygon_images/poly_-23.69250_-46.71450_2024-05.jpg
-23.692499999999992,-46.709000000000046,2024-04,0,1,sp_polygon_images/poly_-23.69250_-46.70900_2024-04.jpg
-23.692499999999992,-46.70350000000005,2024-04,0,1,sp_polygon_images/poly_-23.69250_-46.70350_2024-04.jpg
-23.692499999999992,-46.69800000000005,2024-06,0,1,sp_polygon_images/poly_-23.69250_-46.69800_2024-06.jpg
-23.692499999999992,-46.67050000000006,2024-07,0,1,sp_polygon_images/poly_-23.69250_-46.67050_2024-07.jpg
-23.692499999999992,-46.66500000000006,2025-04,0,0,sp_polygon_images/poly_-23.69250_-46.66500_2025-04.jpg
-23.692499999999992,-46.659500000000065,2022-01,0,3,sp_polygon_images/poly_-23.69250_-46.65950_2022-01.jpg
-23.692499999999992,-46.64850000000007,2023-05,0,0,sp_polygon_images/poly_-23.69250_-46.64850_2023-05.jpg
-23.692499999999992,-46.64300000000007,2025-08,0,0,sp_polygon_images/poly_-23.69250_-46.64300_2025-08.jpg
-23.692499999999992,-46.637500000000074,2023-05,0,0,sp_polygon_images/poly_-23.69250_-46.63750_2023-05.jpg
-23.692499999999992,-46.632000000000076,2025-06,0,0,sp_polygon_images/poly_-23.69250_-46.63200_2025-06.jpg
-23.692499999999992,-46.62650000000008,2025-05,0,0,sp_polygon_images/poly_-23.69250_-46.62650_2025-05.jpg
-23.692499999999992,-46.62100000000008,2025-05,0,1,sp_polygon_images/poly_-23.69250_-46.62100_2025-05.jpg
-23.692499999999992,-46.61550000000008,2025-05,0,0,sp_polygon_images/poly_-23.69250_-46.61550_2025-05.jpg
-23.692499999999992,-46.610000000000085,2025-06,1,2,sp_polygon_images/poly_-23.69250_-46.61000_2025-06.jpg
-23.692499999999992,-46.60450000000009,2025-04,0,0,sp_polygon_images/poly_-23.69250_-46.60450_2025-04.jpg
-23.692499999999992,-46.59350000000009,2022-02,0,0,sp_polygon_images/poly_-23.69250_-46.59350_2022-02.jpg
-23.692499999999992,-46.58800000000009,2024-06,0,1,sp_polygon_images/poly_-23.69250_-46.58800_2024-06.jpg
-23.692499999999992,-46.582500000000095,2025-06,1,1,sp_polygon_images/poly_-23.69250_-46.58250_2025-06.jpg
-23.692499999999992,-46.5715000000001,2025-06,1,0,sp_polygon_images/poly_-23.69250_-46.57150_2025-06.jpg
-23.692499999999992,-46.5660000000001,2025-01,0,0,sp_polygon_images/poly_-23.69250_-46.56600_2025-01.jpg
-23.692499999999992,-46.560500000000104,2025-06,0,0,sp_polygon_images/poly_-23.69250_-46.56050_2025-06.jpg
-23.692499999999992,-46.555000000000106,2024-08,1,2,sp_polygon_images/poly_-23.69250_-46.55500_2024-08.jpg
-23.68699999999999,-46.758500000000026,2022-03,0,1,sp_polygon_images/poly_-23.68700_-46.75850_2022-03.jpg
-23.68699999999999,-46.75300000000003,2023-07,0,2,sp_polygon_images/poly_-23.68700_-46.75300_2023-07.jpg
-23.68699999999999,-46.74750000000003,2024-05,0,1,sp_polygon_images/poly_-23.68700_-46.74750_2024-05.jpg
-23.68699999999999,-46.74200000000003,2024-05,0,0,sp_polygon_images/poly_-23.68700_-46.74200_2024-05.jpg
-23.68699999999999,-46.714500000000044,2024-04,0,1,sp_polygon_images/poly_-23.68700_-46.71450_2024-04.jpg
-23.68699999999999,-46.709000000000046,2024-04,0,0,sp_polygon_images/poly_-23.68700_-46.70900_2024-04.jpg
-23.68699999999999,-46.70350000000005,2024-04,0,1,sp_polygon_images/poly_-23.68700_-46.70350_2024-04.jpg
-23.68699999999999,-46.69800000000005,2024-04,0,0,sp_polygon_images/poly_-23.68700_-46.69800_2024-04.jpg
-23.68699999999999,-46.69250000000005,2025-06,0,0,sp_polygon_images/poly_-23.68700_-46.69250_2025-06.jpg
-23.68699999999999,-46.68150000000006,2024-07,0,0,sp_polygon_images/poly_-23.68700_-46.68150_2024-07.jpg
-23.68699999999999,-46.67050000000006,2024-07,0,1,sp_polygon_images/poly_-23.68700_-46.67050_2024-07.jpg
-23.68699999999999,-46.66500000000006,2023-05,0,1,sp_polygon_images/poly_-23.68700_-46.66500_2023-05.jpg
-23.68699999999999,-46.659500000000065,2023-06,0,3,sp_polygon_images/poly_-23.68700_-46.65950_2023-06.jpg
-23.68699999999999,-46.65400000000007,2022-09,0,0,sp_polygon_images/poly_-23.68700_-46.65400_2022-09.jpg
-23.68699999999999,-46.64850000000007,2023-05,0,0,sp_polygon_images/poly_-23.68700_-46.64850_2023-05.jpg
-23.68699999999999,-46.64300000000007,2023-05,0,0,sp_polygon_images/poly_-23.68700_-46.64300_2023-05.jpg
-23.68699999999999,-46.637500000000074,2025-08,0,0,sp_polygon_images/poly_-23.68700_-46.63750_2025-08.jpg
-23.68699999999999,-46.632000000000076,2024-07,0,1,sp_polygon_images/poly_-23.68700_-46.63200_2024-07.jpg
-23.68699999999999,-46.62650000000008,2025-06,0,1,sp_polygon_images/poly_-23.68700_-46.62650_2025-06.jpg
-23.68699999999999,-46.62100000000008,2025-05,0,2,sp_polygon_images/poly_-23.68700_-46.62100_2025-05.jpg
-23.68699999999999,-46.61550000000008,2025-05,0,1,sp_polygon_images/poly_-23.68700_-46.61550_2025-05.jpg
-23.68699999999999,-46.59900000000009,2025-06,1,0,sp_polygon_images/poly_-23.68700_-46.59900_2025-06.jpg
-23.68699999999999,-46.59350000000009,2025-04,0,0,sp_polygon_images/poly_-23.68700_-46.59350_2025-04.jpg
-23.68699999999999,-46.58800000000009,2025-06,0,2,sp_polygon_images/poly_-23.68700_-46.58800_2025-06.jpg
-23.68699999999999,-46.5770000000001,2025-06,0,0,sp_polygon_images/poly_-23.68700_-46.57700_2025-06.jpg
-23.68699999999999,-46.5660000000001,2025-06,0,0,sp_polygon_images/poly_-23.68700_-46.56600_2025-06.jpg
