Lat,Lon,Date,Vendor_Count,Stall_Count,Image_File,Nighttime_Radiance
-23.56799999999999,-46.63200000000004,2025-01,0,0,sp_macro_images/macro_-23.56800_-46.63200_2025-01.jpg,83.92
-23.56799999999999,-46.62800000000004,2025-01,0,0,sp_macro_images/macro_-23.56800_-46.62800_2025-01.jpg,75.32
-23.56799999999999,-46.62000000000005,2025-01,0,1,sp_macro_images/macro_-23.56800_-46.62000_2025-01.jpg,73.43
-23.56799999999999,-46.61200000000005,2025-01,0,0,sp_macro_images/macro_-23.56800_-46.61200_2025-01.jpg,89.11
-23.56799999999999,-46.60800000000005,2024-07,0,0,sp_macro_images/macro_-23.56800_-46.60800_2024-07.jpg,92.63
-23.56799999999999,-46.60000000000006,2024-01,0,1,sp_macro_images/macro_-23.56800_-46.60000_2024-01.jpg,65.52
-23.56799999999999,-46.59600000000006,2024-07,0,1,sp_macro_images/macro_-23.56800_-46.59600_2024-07.jpg,76.29
-23.56799999999999,-46.59200000000006,2024-04,0,1,sp_macro_images/macro_-23.56800_-46.59200_2024-04.jpg,86.87
-23.56799999999999,-46.58400000000007,2024-01,0,0,sp_macro_images/macro_-23.56800_-46.58400_2024-01.jpg,73.4
-23.56799999999999,-46.58000000000007,2024-01,1,0,sp_macro_images/macro_-23.56800_-46.58000_2024-01.jpg,69.07
-23.56799999999999,-46.57600000000007,2024-01,0,1,sp_macro_images/macro_-23.56800_-46.57600_2024-01.jpg,59.48
-23.56799999999999,-46.57200000000008,2024-01,0,1,sp_macro_images/macro_-23.56800_-46.57200_2024-01.jpg,61.09
-23.56799999999999,-46.56400000000008,2023-03,0,0,sp_macro_images/macro_-23.56800_-46.56400_2023-03.jpg,74.61
-23.56799999999999,-46.56000000000008,2024-04,0,1,sp_macro_images/macro_-23.56800_-46.56000_2024-04.jpg,88.75
-23.56799999999999,-46.55600000000008,2024-04,0,1,sp_macro_images/macro_-23.56800_-46.55600_2024-04.jpg,71.38
-23.56799999999999,-46.552000000000085,2024-04,0,1,sp_macro_images/macro_-23.56800_-46.55200_2024-04.jpg,73.14
-23.56399999999999,-46.696000000000005,2024-04,0,1,sp_macro_images/macro_-23.56400_-46.69600_2024-04.jpg,197.9
-23.56399999999999,-46.69200000000001,2025-12,0,0,sp_macro_images/macro_-23.56400_-46.69200_2025-12.jpg,173.22
-23.56399999999999,-46.67200000000002,2024-04,1,0,sp_macro_images/macro_-23.56400_-46.67200_2024-04.jpg,108.46
-23.56399999999999,-46.66800000000002,2023-12,0,2,sp_macro_images/macro_-23.56400_-46.66800_2023-12.jpg,90.75
-23.56399999999999,-46.66400000000002,2024-04,0,0,sp_macro_images/macro_-23.56400_-46.66400_2024-04.jpg,84.56
-23.56399999999999,-46.660000000000025,2024-07,0,0,sp_macro_images/macro_-23.56400_-46.66000_2024-07.jpg,109.08
