Lat,Lon,District,Date,Total_Activity,Wealth_Index,Local_Avg_Income,Est_Monthly_Revenue_R$,Nighttime_Radiance,Shadow_Index,Image_File
-23.91143845169997,-46.68998576620008,Embu Guacu,2024-06,0,0.75,2062.5,0.0,1.18,0.0,Image_Banks/sp_real_shape_images/real_-23.91144_-46.68999_2024-06.jpg
-23.91143845169997,-46.68598576620008,Embu Guacu,2024-06,0,0.75,2062.5,0.0,1.12,0.0,Image_Banks/sp_real_shape_images/real_-23.91144_-46.68599_2024-06.jpg
-23.91143845169997,-46.68198576620008,Embu Guacu,2024-06,0,0.75,2062.5,0.0,0.87,0.0,Image_Banks/sp_real_shape_images/real_-23.91144_-46.68199_2024-06.jpg
-23.907438451699967,-46.70598576620007,Embu Guacu,2024-06,0,0.75,2062.5,0.0,7.56,0.0,Image_Banks/sp_real_shape_images/real_-23.90744_-46.70599_2024-06.jpg
-23.899438451699965,-46.72598576620005,Embu Guacu,2024-06,0,0.75,2062.5,0.0,2.63,0.0,Image_Banks/sp_real_shape_images/real_-23.89944_-46.72599_2024-06.jpg
-23.899438451699965,-46.721985766200056,Embu Guacu,2024-06,0,0.75,2062.5,0.0,2.19,0.0,Image_Banks/sp_real_shape_images/real_-23.89944_-46.72199_2024-06.jpg
-23.895438451699963,-46.777985766200025,Embu Guacu,2024-06,0,0.75,2062.5,0.0,2.09,0.0,Image_Banks/sp_real_shape_images/real_-23.89544_-46.77799_2024-06.jpg
-23.895438451699963,-46.77398576620003,Embu Guacu,2024-06,0,0.75,2062.5,0.0,1.82,0.0,Image_Banks/sp_real_shape_images/real_-23.89544_-46.77399_2024-06.jpg
-23.89143845169996,-46.617985766200114,Cubatao,2025-07,0,0.75,2062.5,0.0,1.05,0.0,Image_Banks/sp_real_shape_images/real_-23.89144_-46.61799_2025-07.jpg
-23.88743845169996,-46.649985766200096,Embu Guacu,2025-07,0,0.75,2062.5,0.0,3.9,0.0,Image_Banks/sp_real_shape_images/real_-23.88744_-46.64999_2025-07.jpg
-23.88743845169996,-46.6459857662001,Embu Guacu,2025-07,0,0.75,2062.5,0.0,5.75,0.0,Image_Banks/sp_real_shape_images/real_-23.88744_-46.64599_2025-07.jpg
-23.88743845169996,-46.617985766200114,Cubatao,2025-06,0,0.75,2062.5,0.0,1.86,0.0,Image_Banks/sp_real_shape_images/real_-23.88744_-46.61799_2025-06.jpg
-23.88343845169996,-46.741985766200045,Embu Guacu,2024-06,0,0.75,2062.5,0.0,6.35,0.0,Image_Banks/sp_real_shape_images/real_-23.88344_-46.74199_2024-06.jpg
-23.88343845169996,-46.649985766200096,Embu Guacu,2025-07,0,0.75,2062.5,0.0,5.78,0.0,Image_Banks/sp_real_shape_images/real_-23.88344_-46.64999_2025-07.jpg
-23.88343845169996,-46.6459857662001,Embu Guacu,2025-07,0,0.75,2062.5,0.0,7.27,0.0,Image_Banks/sp_real_shape_images/real_-23.88344_-46.64599_2025-07.jpg
-23.88343845169996,-46.6419857662001,Embu Guacu,2025-07,0,0.75,2062.5,0.0,9.89,0.0,Image_Banks/sp_real_shape_images/real_-23.88344_-46.64199_2025-07.jpg
-23.88343845169996,-46.617985766200114,Cubatao,2025-06,0,0.75,2062.5,0.0,1.84,0.0,Image_Banks/sp_real_shape_images/real_-23.88344_-46.61799_2025-06.jpg
-23.87943845169996,-46.75398576620004,Embu Guacu,2024-06,0,0.75,2062.5,0.0,3.19,0.0,Image_Banks/sp_real_shape_images/real_-23.87944_-46.75399_2024-06.jpg
-23.87943845169996,-46.74998576620004,Embu Guacu,2024-06,0,0.75,2062.5,0.0,3.27,0.0,Image_Banks/sp_real_shape_images/real_-23.87944_-46.74999_2024-06.jpg
-23.87943845169996,-46.74598576620004,Embu Guacu,2024-06,0,0.75,2062.5,0.0,5.02,0.0,Image_Banks/sp_real_shape_images/real_-23.87944_-46.74599_2024-06.jpg
-23.87943845169996,-46.649985766200096,Embu Guacu,2025-07,0,0.75,2062.5,0.0,6.1,0.0,Image_Banks/sp_real_shape_images/real_-23.87944_-46.64999_2025-07.jpg
-23.87943845169996,-46.6459857662001,Embu Guacu,2025-07,1,0.75,2062.5,3093.75,7.2,0.4752548842667136,Image_Banks/sp_real_shape_images/real_-23.87944_-46.64599_2025-07.jpg
-23.87943845169996,-46.6379857662001,Embu Guacu,2025-07,0,0.75,2062.5,0.0,5.14,0.0,Image_Banks/sp_real_shape_images/real_-23.87944_-46.63799_2025-07.jpg
-23.87543845169996,-46.761985766200034,Embu Guacu,2024-06,0,0.75,2062.5,0.0,5.25,0.0,Image_Banks/sp_real_shape_images/real_-23.87544_-46.76199_2024-06.jpg
-23.87543845169996,-46.6419857662001,Embu Guacu,2025-07,0,0.75,2062.5,0.0,6.13,0.0,Image_Banks/sp_real_shape_images/real_-23.87544_-46.64199_2025-07.jpg
-23.87543845169996,-46.62998576620011,Embu Guacu,2025-06,0,0.75,2062.5,0.0,2.18,0.0,Image_Banks/sp_real_shape_images/real_-23.87544_-46.62999_2025-06.jpg
-23.871438451699955,-46.73798576620005,Embu Guacu,2024-06,1,0.75,2062.5,3093.75,4.78,0.5699942345606324,Image_Banks/sp_real_shape_images/real_-23.87144_-46.73799_2024-06.jpg
-23.871438451699955,-46.67798576620008,Embu Guacu,2025-07,0,0.75,2062.5,0.0,7.11,0.0,Image_Banks/sp_real_shape_images/real_-23.87144_-46.67799_2025-07.jpg
-23.871438451699955,-46.653985766200094,Embu Guacu,2025-07,0,0.75,2062.5,0.0,6.09,0.0,Image_Banks/sp_real_shape_images/real_-23.87144_-46.65399_2025-07.jpg
-23.867438451699957,-46.77398576620003,Embu Guacu,2024-06,0,0.75,2062.5,0.0,4.08,0.0,Image_Banks/sp_real_shape_images/real_-23.86744_-46.77399_2024-06.jpg
-23.867438451699957,-46.76598576620003,Embu Guacu,2024-06,1,0.75,2062.5,3093.75,7.17,0.47608417929388236,Image_Banks/sp_real_shape_images/real_-23.86744_-46.76599_2024-06.jpg
-23.867438451699957,-46.71398576620006,Embu Guacu,2024-06,0,0.75,2062.5,0.0,17.55,0.0,Image_Banks/sp_real_shape_images/real_-23.86744_-46.71399_2024-06.jpg
-23.867438451699957,-46.70998576620006,Embu Guacu,2024-06,0,0.75,2062.5,0.0,15.77,0.0,Image_Banks/sp_real_shape_images/real_-23.86744_-46.70999_2024-06.jpg
-23.867438451699957,-46.68198576620008,Embu Guacu,2025-06,0,0.75,2062.5,0.0,3.99,0.0,Image_Banks/sp_real_shape_images/real_-23.86744_-46.68199_2025-06.jpg
-23.867438451699957,-46.67798576620008,Embu Guacu,2025-07,0,0.75,2062.5,0.0,7.33,0.0,Image_Banks/sp_real_shape_images/real_-23.86744_-46.67799_2025-07.jpg
-23.867438451699957,-46.66198576620009,Embu Guacu,2025-07,0,0.75,2062.5,0.0,6.82,0.0,Image_Banks/sp_real_shape_images/real_-23.86744_-46.66199_2025-07.jpg
-23.863438451699952,-46.71398576620006,Embu Guacu,2024-06,1,0.75,2062.5,3093.75,18.4,0.33723706119444186,Image_Banks/sp_real_shape_images/real_-23.86344_-46.71399_2024-06.jpg
-23.863438451699952,-46.70998576620006,Embu Guacu,2024-06,0,0.75,2062.5,0.0,21.93,0.0,Image_Banks/sp_real_shape_images/real_-23.86344_-46.70999_2024-06.jpg
-23.863438451699952,-46.70598576620007,Embu Guacu,2024-06,0,0.75,2062.5,0.0,16.72,0.0,Image_Banks/sp_real_shape_images/real_-23.86344_-46.70599_2024-06.jpg
-23.863438451699952,-46.68998576620008,Embu Guacu,2025-06,0,0.75,2062.5,0.0,3.73,0.0,Image_Banks/sp_real_shape_images/real_-23.86344_-46.68999_2025-06.jpg
-23.863438451699952,-46.653985766200094,Embu Guacu,2025-07,0,0.75,2062.5,0.0,3.63,0.0,Image_Banks/sp_real_shape_images/real_-23.86344_-46.65399_2025-07.jpg
-23.85943845169995,-46.761985766200034,Embu Guacu,2024-06,0,0.75,2062.5,0.0,3.79,0.0,Image_Banks/sp_real_shape_images/real_-23.85944_-46.76199_2024-06.jpg
-23.85943845169995,-46.721985766200056,Embu Guacu,2024-06,0,0.75,2062.5,0.0,2.85,0.0,Image_Banks/sp_real_shape_images/real_-23.85944_-46.72199_2024-06.jpg
-23.85943845169995,-46.71398576620006,Embu Guacu,2024-06,0,0.75,2062.5,0.0,14.0,0.0,Image_Banks/sp_real_shape_images/real_-23.85944_-46.71399_2024-06.jpg
-23.85943845169995,-46.70598576620007,Embu Guacu,2024-06,0,0.75,2062.5,0.0,15.31,0.0,Image_Banks/sp_real_shape_images/real_-23.85944_-46.70599_2024-06.jpg
-23.85543845169995,-46.76998576620003,Embu Guacu,2024-06,0,0.75,2062.5,0.0,2.31,0.0,Image_Banks/sp_real_shape_images/real_-23.85544_-46.76999_2024-06.jpg
-23.85543845169995,-46.761985766200034,Embu Guacu,2024-06,0,0.75,2062.5,0.0,2.57,0.0,Image_Banks/sp_real_shape_images/real_-23.85544_-46.76199_2024-06.jpg
-23.85543845169995,-46.75398576620004,Embu Guacu,2024-06,0,0.75,2062.5,0.0,5.31,0.0,Image_Banks/sp_real_shape_images/real_-23.85544_-46.75399_2024-06.jpg
-23.85543845169995,-46.721985766200056,Embu Guacu,2024-06,0,0.75,2062.5,0.0,3.83,0.0,Image_Banks/sp_real_shape_images/real_-23.85544_-46.72199_2024-06.jpg
-23.85543845169995,-46.71798576620006,Embu Guacu,2024-06,0,0.75,2062.5,0.0,7.4,0.0,Image_Banks/sp_real_shape_images/real_-23.85544_-46.71799_2024-06.jpg
-23.85543845169995,-46.70998576620006,Embu Guacu,2024-06,0,0.75,2062.5,0.0,18.15,0.0,Image_Banks/sp_real_shape_images/real_-23.85544_-46.70999_2024-06.jpg
-23.85543845169995,-46.70598576620007,Embu Guacu,2024-06,1,0.75,2062.5,3093.75,14.06,0.36872580796878807,Image_Banks/sp_real_shape_images/real_-23.85544_-46.70599_2024-06.jpg
-23.85143845169995,-46.77398576620003,Embu Guacu,2024-06,0,0.75,2062.5,0.0,2.9,0.0,Image_Banks/sp_real_shape_images/real_-23.85144_-46.77399_2024-06.jpg
-23.85143845169995,-46.75398576620004,Embu Guacu,2024-06,0,0.75,2062.5,0.0,4.32,0.0,Image_Banks/sp_real_shape_images/real_-23.85144_-46.75399_2024-06.jpg
-23.85143845169995,-46.71398576620006,Embu Guacu,2024-06,0,0.75,2062.5,0.0,11.35,0.0,Image_Banks/sp_real_shape_images/real_-23.85144_-46.71399_2024-06.jpg
-23.85143845169995,-46.70998576620006,Embu Guacu,2024-06,0,0.75,2062.5,0.0,14.53,0.0,Image_Banks/sp_real_shape_images/real_-23.85144_-46.70999_2024-06.jpg
-23.85143845169995,-46.70598576620007,Embu Guacu,2024-06,0,0.75,2062.5,0.0,13.67,0.0,Image_Banks/sp_real_shape_images/real_-23.85144_-46.70599_2024-06.jpg
-23.85143845169995,-46.69798576620007,Embu Guacu,2024-06,0,0.75,2062.5,0.0,10.84,0.0,Image_Banks/sp_real_shape_images/real_-23.85144_-46.69799_2024-06.jpg
-23.847438451699947,-46.741985766200045,Embu Guacu,2024-06,0,0.75,2062.5,0.0,8.62,0.0,Image_Banks/sp_real_shape_images/real_-23.84744_-46.74199_2024-06.jpg
-23.847438451699947,-46.73798576620005,Embu Guacu,2024-06,0,0.75,2062.5,0.0,10.18,0.0,Image_Banks/sp_real_shape_images/real_-23.84744_-46.73799_2024-06.jpg
-23.847438451699947,-46.72998576620005,Embu Guacu,2024-06,0,0.75,2062.5,0.0,4.38,0.0,Image_Banks/sp_real_shape_images/real_-23.84744_-46.72999_2024-06.jpg
-23.847438451699947,-46.69798576620007,Embu Guacu,2024-06,0,0.75,2062.5,0.0,6.25,0.0,Image_Banks/sp_real_shape_images/real_-23.84744_-46.69799_2024-06.jpg
-23.843438451699942,-46.741985766200045,Embu Guacu,2024-06,0,0.75,2062.5,0.0,7.09,0.0,Image_Banks/sp_real_shape_images/real_-23.84344_-46.74199_2024-06.jpg
-23.843438451699942,-46.73798576620005,Embu Guacu,2024-06,0,0.75,2062.5,0.0,11.42,0.0,Image_Banks/sp_real_shape_images/real_-23.84344_-46.73799_2024-06.jpg
-23.843438451699942,-46.73398576620005,Embu Guacu,2024-06,0,0.75,2062.5,0.0,13.24,0.0,Image_Banks/sp_real_shape_images/real_-23.84344_-46.73399_2024-06.jpg
-23.843438451699942,-46.72998576620005,Embu Guacu,2024-06,0,0.75,2062.5,0.0,8.31,0.0,Image_Banks/sp_real_shape_images/real_-23.84344_-46.72999_2024-06.jpg
-23.839438451699944,-46.73798576620005,Embu Guacu,2024-06,0,0.75,2062.5,0.0,7.05,0.0,Image_Banks/sp_real_shape_images/real_-23.83944_-46.73799_2024-06.jpg
-23.839438451699944,-46.70198576620007,Embu Guacu,2024-06,0,0.75,2062.5,0.0,3.94,0.0,Image_Banks/sp_real_shape_images/real_-23.83944_-46.70199_2024-06.jpg
-23.839438451699944,-46.69398576620007,Embu Guacu,2024-06,0,0.75,2062.5,0.0,4.93,0.0,Image_Banks/sp_real_shape_images/real_-23.83944_-46.69399_2024-06.jpg
-23.839438451699944,-46.68998576620008,Embu Guacu,2024-06,0,0.75,2062.5,0.0,5.08,0.0,Image_Banks/sp_real_shape_images/real_-23.83944_-46.68999_2024-06.jpg
-23.835438451699943,-46.75798576620004,Embu Guacu,2022-06,0,0.75,2062.5,0.0,2.52,0.0,Image_Banks/sp_real_shape_images/real_-23.83544_-46.75799_2022-06.jpg
-23.835438451699943,-46.72998576620005,Embu Guacu,2022-11,0,0.75,2062.5,0.0,10.52,0.0,Image_Banks/sp_real_shape_images/real_-23.83544_-46.72999_2022-11.jpg
-23.835438451699943,-46.721985766200056,Embu Guacu,2024-06,0,0.75,2062.5,0.0,7.91,0.0,Image_Banks/sp_real_shape_images/real_-23.83544_-46.72199_2024-06.jpg
-23.835438451699943,-46.71798576620006,Embu Guacu,2024-06,0,0.75,2062.5,0.0,7.78,0.0,Image_Banks/sp_real_shape_images/real_-23.83544_-46.71799_2024-06.jpg
-23.835438451699943,-46.70598576620007,Embu Guacu,2024-06,0,0.75,2062.5,0.0,3.2,0.0,Image_Banks/sp_real_shape_images/real_-23.83544_-46.70599_2024-06.jpg
-23.835438451699943,-46.69398576620007,Embu Guacu,2025-06,0,0.75,2062.5,0.0,4.93,0.0,Image_Banks/sp_real_shape_images/real_-23.83544_-46.69399_2025-06.jpg
-23.831438451699945,-46.73798576620005,Embu Guacu,2024-06,0,0.75,2062.5,0.0,5.54,0.0,Image_Banks/sp_real_shape_images/real_-23.83144_-46.73799_2024-06.jpg
-23.831438451699945,-46.72998576620005,Embu Guacu,2024-06,0,0.75,2062.5,0.0,13.7,0.0,Image_Banks/sp_real_shape_images/real_-23.83144_-46.72999_2024-06.jpg
-23.831438451699945,-46.72598576620005,Embu Guacu,2024-06,0,0.75,2062.5,0.0,17.64,0.0,Image_Banks/sp_real_shape_images/real_-23.83144_-46.72599_2024-06.jpg
-23.831438451699945,-46.721985766200056,Embu Guacu,2024-06,1,0.75,2062.5,3093.75,16.08,0.35237220712338435,Image_Banks/sp_real_shape_images/real_-23.83144_-46.72199_2024-06.jpg
-23.831438451699945,-46.71798576620006,Embu Guacu,2024-06,0,0.75,2062.5,0.0,12.37,0.0,Image_Banks/sp_real_shape_images/real_-23.83144_-46.71799_2024-06.jpg
-23.831438451699945,-46.71398576620006,Embu Guacu,2024-06,0,0.75,2062.5,0.0,10.03,0.0,Image_Banks/sp_real_shape_images/real_-23.83144_-46.71399_2024-06.jpg
-23.831438451699945,-46.70998576620006,Embu Guacu,2024-06,0,0.75,2062.5,0.0,7.17,0.0,Image_Banks/sp_real_shape_images/real_-23.83144_-46.70999_2024-06.jpg
-23.831438451699945,-46.67398576620008,Embu Guacu,2024-06,0,0.75,2062.5,0.0,4.1,0.0,Image_Banks/sp_real_shape_images/real_-23.83144_-46.67399_2024-06.jpg
-23.82743845169994,-46.761985766200034,Embu Guacu,2024-06,0,0.75,2062.5,0.0,2.8,0.0,Image_Banks/sp_real_shape_images/real_-23.82744_-46.76199_2024-06.jpg
-23.82743845169994,-46.72998576620005,Embu Guacu,2024-06,0,0.75,2062.5,0.0,24.35,0.0,Image_Banks/sp_real_shape_images/real_-23.82744_-46.72999_2024-06.jpg
-23.82743845169994,-46.72598576620005,Embu Guacu,2024-06,0,0.75,2062.5,0.0,30.77,0.0,Image_Banks/sp_real_shape_images/real_-23.82744_-46.72599_2024-06.jpg
-23.82743845169994,-46.721985766200056,Embu Guacu,2024-06,0,0.75,2062.5,0.0,25.53,0.0,Image_Banks/sp_real_shape_images/real_-23.82744_-46.72199_2024-06.jpg
-23.82743845169994,-46.71798576620006,Embu Guacu,2024-06,1,0.75,2062.5,3093.75,16.79,0.3473866762101353,Image_Banks/sp_real_shape_images/real_-23.82744_-46.71799_2024-06.jpg
-23.82743845169994,-46.71398576620006,Embu Guacu,2024-06,0,0.75,2062.5,0.0,14.32,0.0,Image_Banks/sp_real_shape_images/real_-23.82744_-46.71399_2024-06.jpg
-23.82743845169994,-46.69798576620007,Embu Guacu,2024-06,0,0.75,2062.5,0.0,14.31,0.0,Image_Banks/sp_real_shape_images/real_-23.82744_-46.69799_2024-06.jpg
-23.82343845169994,-46.75798576620004,Embu Guacu,2024-06,0,0.75,2062.5,0.0,3.57,0.0,Image_Banks/sp_real_shape_images/real_-23.82344_-46.75799_2024-06.jpg
-23.82343845169994,-46.72998576620005,Embu Guacu,2024-06,0,0.75,2062.5,0.0,28.99,0.0,Image_Banks/sp_real_shape_images/real_-23.82344_-46.72999_2024-06.jpg
-23.82343845169994,-46.72598576620005,Embu Guacu,2022-08,0,0.75,2062.5,0.0,28.19,0.0,Image_Banks/sp_real_shape_images/real_-23.82344_-46.72599_2022-08.jpg
-23.82343845169994,-46.70598576620007,Embu Guacu,2024-06,0,0.75,2062.5,0.0,15.64,0.0,Image_Banks/sp_real_shape_images/real_-23.82344_-46.70599_2024-06.jpg
-23.82343845169994,-46.68198576620008,Embu Guacu,2024-06,0,0.75,2062.5,0.0,4.53,0.0,Image_Banks/sp_real_shape_images/real_-23.82344_-46.68199_2024-06.jpg
-23.82343845169994,-46.67798576620008,Embu Guacu,2024-06,0,0.75,2062.5,0.0,5.39,0.0,Image_Banks/sp_real_shape_images/real_-23.82344_-46.67799_2024-06.jpg
-23.82343845169994,-46.66598576620009,Diadema,2024-06,0,0.75,2062.5,0.0,3.89,0.0,Image_Banks/sp_real_shape_images/real_-23.82344_-46.66599_2024-06.jpg
-23.819438451699934,-46.72598576620005,Embu Guacu,2024-06,0,0.75,2062.5,0.0,14.08,0.0,Image_Banks/sp_real_shape_images/real_-23.81944_-46.72599_2024-06.jpg
-23.819438451699934,-46.70598576620007,Embu Guacu,2024-06,0,0.75,2062.5,0.0,18.74,0.0,Image_Banks/sp_real_shape_images/real_-23.81944_-46.70599_2024-06.jpg
-23.819438451699934,-46.70198576620007,Embu Guacu,2024-06,0,0.75,2062.5,0.0,19.19,0.0,Image_Banks/sp_real_shape_images/real_-23.81944_-46.70199_2024-06.jpg
-23.819438451699934,-46.69798576620007,Embu Guacu,2025-06,0,0.75,2062.5,0.0,19.19,0.0,Image_Banks/sp_real_shape_images/real_-23.81944_-46.69799_2025-06.jpg
-23.819438451699934,-46.68198576620008,Embu Guacu,2024-06,0,0.75,2062.5,0.0,5.55,0.0,Image_Banks/sp_real_shape_images/real_-23.81944_-46.68199_2024-06.jpg
-23.819438451699934,-46.67798576620008,Embu Guacu,2024-06,0,0.75,2062.5,0.0,8.36,0.0,Image_Banks/sp_real_shape_images/real_-23.81944_-46.67799_2024-06.jpg
-23.819438451699934,-46.67398576620008,Embu Guacu,2025-06,0,0.75,2062.5,0.0,10.49,0.0,Image_Banks/sp_real_shape_images/real_-23.81944_-46.67399_2025-06.jpg
-23.815438451699936,-46.70198576620007,Embu Guacu,2024-06,0,0.75,2062.5,0.0,13.85,0.0,Image_Banks/sp_real_shape_images/real_-23.81544_-46.70199_2024-06.jpg
-23.815438451699936,-46.69798576620007,Embu Guacu,2025-06,0,0.75,2062.5,0.0,13.85,0.0,Image_Banks/sp_real_shape_images/real_-23.81544_-46.69799_2025-06.jpg
-23.815438451699936,-46.669985766200085,Diadema,2025-06,0,0.75,2062.5,0.0,7.1,0.0,Image_Banks/sp_real_shape_images/real_-23.81544_-46.66999_2025-06.jpg
-23.81143845169993,-46.77398576620003,Embu Guacu,2022-05,0,0.75,2062.5,0.0,2.36,0.0,Image_Banks/sp_real_shape_images/real_-23.81144_-46.77399_2022-05.jpg
-23.81143845169993,-46.73798576620005,Embu Guacu,2024-06,0,0.75,2062.5,0.0,15.36,0.0,Image_Banks/sp_real_shape_images/real_-23.81144_-46.73799_2024-06.jpg
-23.81143845169993,-46.72998576620005,Embu Guacu,2024-06,0,0.75,2062.5,0.0,8.39,0.0,Image_Banks/sp_real_shape_images/real_-23.81144_-46.72999_2024-06.jpg
-23.81143845169993,-46.71398576620006,Embu Guacu,2024-06,0,0.75,2062.5,0.0,3.86,0.0,Image_Banks/sp_real_shape_images/real_-23.81144_-46.71399_2024-06.jpg
-23.81143845169993,-46.70198576620007,Embu Guacu,2024-06,0,0.75,2062.5,0.0,9.82,0.0,Image_Banks/sp_real_shape_images/real_-23.81144_-46.70199_2024-06.jpg
-23.81143845169993,-46.67798576620008,Embu Guacu,2025-06,0,0.75,2062.5,0.0,3.87,0.0,Image_Banks/sp_real_shape_images/real_-23.81144_-46.67799_2025-06.jpg
-23.81143845169993,-46.66598576620009,Diadema,2025-06,0,0.75,2062.5,0.0,5.0,0.0,Image_Banks/sp_real_shape_images/real_-23.81144_-46.66599_2025-06.jpg
-23.81143845169993,-46.65798576620009,Diadema,2024-06,0,0.75,2062.5,0.0,3.76,0.0,Image_Banks/sp_real_shape_images/real_-23.81144_-46.65799_2024-06.jpg
-23.81143845169993,-46.6379857662001,Diadema,2025-06,0,0.75,2062.5,0.0,3.48,0.0,Image_Banks/sp_real_shape_images/real_-23.81144_-46.63799_2025-06.jpg
-23.80743845169993,-46.73798576620005,Embu Guacu,2024-06,0,0.75,2062.5,0.0,15.58,0.0,Image_Banks/sp_real_shape_images/real_-23.80744_-46.73799_2024-06.jpg
-23.80743845169993,-46.73398576620005,Embu Guacu,2024-06,0,0.75,2062.5,0.0,16.61,0.0,Image_Banks/sp_real_shape_images/real_-23.80744_-46.73399_2024-06.jpg
-23.80743845169993,-46.71398576620006,Embu Guacu,2024-06,0,0.75,2062.5,0.0,3.63,0.0,Image_Banks/sp_real_shape_images/real_-23.80744_-46.71399_2024-06.jpg
-23.80743845169993,-46.69398576620007,Embu Guacu,2025-06,0,0.75,2062.5,0.0,11.09,0.0,Image_Banks/sp_real_shape_images/real_-23.80744_-46.69399_2025-06.jpg
-23.80743845169993,-46.68598576620008,Embu Guacu,2025-10,0,0.75,2062.5,0.0,4.09,0.0,Image_Banks/sp_real_shape_images/real_-23.80744_-46.68599_2025-10.jpg
-23.80743845169993,-46.68198576620008,Embu Guacu,2025-06,0,0.75,2062.5,0.0,3.04,0.0,Image_Banks/sp_real_shape_images/real_-23.80744_-46.68199_2025-06.jpg
-23.80743845169993,-46.67798576620008,Diadema,2025-10,0,0.75,2062.5,0.0,3.29,0.0,Image_Banks/sp_real_shape_images/real_-23.80744_-46.67799_2025-10.jpg
-23.80743845169993,-46.653985766200094,Diadema,2025-06,0,0.75,2062.5,0.0,2.28,0.0,Image_Banks/sp_real_shape_images/real_-23.80744_-46.65399_2025-06.jpg
-23.80743845169993,-46.6379857662001,Diadema,2025-06,0,0.75,2062.5,0.0,4.52,0.0,Image_Banks/sp_real_shape_images/real_-23.80744_-46.63799_2025-06.jpg
-23.80343845169993,-46.78998576620002,Embu Guacu,2024-06,0,0.75,2062.5,0.0,1.53,0.0,Image_Banks/sp_real_shape_images/real_-23.80344_-46.78999_2024-06.jpg
-23.80343845169993,-46.73398576620005,Embu Guacu,2025-10,0,0.75,2062.5,0.0,13.99,0.0,Image_Banks/sp_real_shape_images/real_-23.80344_-46.73399_2025-10.jpg
-23.80343845169993,-46.70198576620007,Embu Guacu,2024-06,0,0.75,2062.5,0.0,4.02,0.0,Image_Banks/sp_real_shape_images/real_-23.80344_-46.70199_2024-06.jpg
-23.80343845169993,-46.649985766200096,Diadema,2025-06,0,0.75,2062.5,0.0,2.1,0.0,Image_Banks/sp_real_shape_images/real_-23.80344_-46.64999_2025-06.jpg
-23.80343845169993,-46.6419857662001,Diadema,2025-06,0,0.75,2062.5,0.0,4.96,0.0,Image_Banks/sp_real_shape_images/real_-23.80344_-46.64199_2025-06.jpg
-23.79943845169993,-46.75398576620004,Embu Guacu,2024-06,0,0.75,2062.5,0.0,3.03,0.0,Image_Banks/sp_real_shape_images/real_-23.79944_-46.75399_2024-06.jpg
-23.79943845169993,-46.741985766200045,Embu Guacu,2025-08,0,0.75,2062.5,0.0,8.25,0.0,Image_Banks/sp_real_shape_images/real_-23.79944_-46.74199_2025-08.jpg
-23.79943845169993,-46.73398576620005,Embu Guacu,2024-06,0,0.75,2062.5,0.0,14.25,0.0,Image_Banks/sp_real_shape_images/real_-23.79944_-46.73399_2024-06.jpg
-23.79943845169993,-46.72998576620005,Embu Guacu,2024-06,0,0.75,2062.5,0.0,14.02,0.0,Image_Banks/sp_real_shape_images/real_-23.79944_-46.72999_2024-06.jpg
-23.79943845169993,-46.70998576620006,Embu Guacu,2024-06,0,0.75,2062.5,0.0,7.69,0.0,Image_Banks/sp_real_shape_images/real_-23.79944_-46.70999_2024-06.jpg
-23.79943845169993,-46.6459857662001,Diadema,2025-06,0,0.75,2062.5,0.0,3.8,0.0,Image_Banks/sp_real_shape_images/real_-23.79944_-46.64599_2025-06.jpg
-23.79543845169993,-46.761985766200034,Embu Guacu,2024-06,0,0.75,2062.5,0.0,2.15,0.0,Image_Banks/sp_real_shape_images/real_-23.79544_-46.76199_2024-06.jpg
-23.79543845169993,-46.741985766200045,Embu Guacu,2024-06,0,0.75,2062.5,0.0,14.86,0.0,Image_Banks/sp_real_shape_images/real_-23.79544_-46.74199_2024-06.jpg
-23.79543845169993,-46.73798576620005,Embu Guacu,2024-06,0,0.75,2062.5,0.0,16.47,0.0,Image_Banks/sp_real_shape_images/real_-23.79544_-46.73799_2024-06.jpg
-23.79543845169993,-46.72998576620005,Embu Guacu,2024-06,0,0.75,2062.5,0.0,14.81,0.0,Image_Banks/sp_real_shape_images/real_-23.79544_-46.72999_2024-06.jpg
-23.79543845169993,-46.71398576620006,Embu Guacu,2024-06,0,0.75,2062.5,0.0,10.35,0.0,Image_Banks/sp_real_shape_images/real_-23.79544_-46.71399_2024-06.jpg
-23.79543845169993,-46.70598576620007,Embu Guacu,2024-06,0,0.75,2062.5,0.0,9.68,0.0,Image_Banks/sp_real_shape_images/real_-23.79544_-46.70599_2024-06.jpg
-23.79543845169993,-46.68198576620008,Diadema,2025-06,0,0.75,2062.5,0.0,7.24,0.0,Image_Banks/sp_real_shape_images/real_-23.79544_-46.68199_2025-06.jpg
-23.79543845169993,-46.6459857662001,Diadema,2025-06,1,0.75,2062.5,3093.75,5.73,0.5245006850277788,Image_Banks/sp_real_shape_images/real_-23.79544_-46.64599_2025-06.jpg
-23.79143845169993,-46.78198576620002,Embu Guacu,2024-05,0,0.75,2062.5,0.0,2.42,0.0,Image_Banks/sp_real_shape_images/real_-23.79144_-46.78199_2024-05.jpg
-23.79143845169993,-46.777985766200025,Embu Guacu,2024-07,0,0.75,2062.5,0.0,2.16,0.0,Image_Banks/sp_real_shape_images/real_-23.79144_-46.77799_2024-07.jpg
-23.79143845169993,-46.72598576620005,Embu Guacu,2024-06,0,0.75,2062.5,0.0,17.83,0.0,Image_Banks/sp_real_shape_images/real_-23.79144_-46.72599_2024-06.jpg
